Country Name,Country Code,Year,Population,organization_name,region,income_group,total_gdp,total_gdp_million,gdp_variation
Low income,LIC,2013,570043355.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,396287809196.231,396287.809196231,3.597485724924
Lower middle income,LMC,2013,3003828154.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,4717344471245.56,4717344.47124556,5.6786476582171
Low & middle income,LMY,2013,5948565943.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,24956404400115.3,24956404.4001153,5.60373413341763
Late-demographic dividend,LTE,2013,2226143139.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,19051526772020.5,19051526.7720205,5.6128767105965
Middle East & North Africa,MEA,2013,409968633.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,3610787338820.32,3610787.33882032,2.15847994618885
Middle income,MIC,2013,5378522588.0, INGRESO MEDIANO,NO DATA,AGREGADOS,24560803565939.9,24560803.5659399,5.63867020204486
Middle East & North Africa (excluding high income),MNA,2013,351290405.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1651618242991.43,1651618.24299143,0.454910090975247
North America,NAC,2013,351207902.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,18733746177835.0,18733746.177835,2.13349688781439
OECD members,OED,2013,1315224394.0,MIEMBROS OCDE,NO DATA,AGREGADOS,49464578483926.4,49464578.4839264,1.61809971387292
Other small states,OSS,2013,27794594.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,164528470500.479,164528.47050047902,1.81287738701718
Pre-demographic dividend,PRE,2013,798496024.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1450623872839.42,1450623.87283942,5.95755165774925
Pacific island small states,PSS,2013,2295450.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,8547552421.71398,8547.55242171398,3.22573516248841
Post-demographic dividend,PST,2013,1087107539.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,46369277858534.2,46369277.8585342,1.51671284178522
South Asia,SAS,2013,1705761545.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,2389925602766.97,2389925.60276697,6.00862370409911
Sub-Saharan Africa (excluding high income),SSA,2013,942949525.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1797999120472.5,1797999.1204725,5.17034304113054
Sub-Saharan Africa,SSF,2013,943039474.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,1799332280879.88,1799332.2808798798,5.16702171649285
Small states,SST,2013,37213359.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,206145182147.156,206145.182147156,1.5534093841532
East Asia & Pacific (IDA & IBRD countries),TEA,2013,1989821912.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,11860063640138.7,11860063.6401387,7.29939029497299
Europe & Central Asia (IDA & IBRD countries),TEC,2013,447330442.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,4920500233069.98,4920500.2330699805,3.3396174467738
Latin America & the Caribbean (IDA & IBRD countries),TLA,2013,593506947.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,6156620349870.71,6156620.34987071,2.84875249139411
Middle East & North Africa (IDA & IBRD countries),TMN,2013,347213697.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,1638102742991.43,1638102.74299143,0.415948215116302
South Asia (IDA & IBRD),TSA,2013,1705761545.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,2389925602766.97,2389925.60276697,6.00862370409911
Sub-Saharan Africa (IDA & IBRD countries),TSS,2013,943039474.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,1799332280879.88,1799332.2808798798,5.1670217164929
Upper middle income,UMC,2013,2374694434.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,19843459094694.3,19843459.0946943,5.6286668656786
World,WLD,2013,7175500378.0,MUNDO,NO DATA,AGREGADOS,77873446166547.0,77873446.166547,2.87283900039763
Kosovo,XKX,2013,1818117.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,6735328609.6594,6735.3286096594,5.34079911900278
Arab World,ARB,2014,387899835.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,2905651795199.09,2905651.7951990897,2.52235146526188
Central Europe and the Baltics,CEB,2014,103496179.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,1467438523591.87,1467438.5235918702,3.25214017660041
Channel Islands,CHI,2014,164107.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,10528493035.477,10528.493035477,2.42710194939819
Caribbean small states,CSS,2014,7173443.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,34129544764.2666,34129.544764266604,1.75556127015439
East Asia & Pacific (excluding high income),EAP,2014,2031203532.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,12805534721608.4,12805534.7216084,6.985937984079
Early-demographic dividend,EAR,2014,3079685581.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,10776375021903.6,10776375.0219036,4.12156144710549
East Asia & Pacific,EAS,2014,2275075985.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,22094710753929.9,22094710.7539299,4.75944194392532
Europe & Central Asia (excluding high income),ECA,2014,387621858.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1731766323586.51,1731766.32358651,3.35664769172743
Europe & Central Asia,ECS,2014,902367876.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,23897449147365.0,23897449.147365,1.94265254865635
Euro area,EMU,2014,338462234.0,ZONA DEL EURO,NO DATA,AGREGADOS,13683290663997.8,13683290.6639978,1.45200101949203
European Union,EUU,2014,443576675.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,15764812909324.1,15764812.9093241,1.62845368275875
Fragile and conflict affected situations,FCS,2014,843965097.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,2052980592421.38,2052980.59242138,2.34844822664408
High income,HIC,2014,1204216436.0,INGRESO ALTO,NO DATA,AGREGADOS,53424933265987.3,53424933.2659873,2.14757821994522
Heavily indebted poor countries (HIPC),HPC,2014,698336663.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,696365651505.557,696365.651505557,5.84982207206338
IBRD only,IBD,2014,4612371789.0,SÓLO BIRF,NO DATA,AGREGADOS,27596836842386.5,27596836.8423865,4.80661396650657
IDA & IBRD total,IBT,2014,6105863361.0,BIRF Y LA AIF,NO DATA,AGREGADOS,29817424804408.4,29817424.8044084,4.85966014008135
IDA total,IDA,2014,1493491572.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,2220587962021.9,2220587.9620219,5.48560495690162
IDA blend,IDB,2014,501146189.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,1115645612713.81,1115645.61271381,5.58202142968756
IDA only,IDX,2014,992345383.0,SÓLO AIF,NO DATA,AGREGADOS,1104942349308.09,1104942.34930809,5.39364346187719
Latin America & Caribbean (excluding high income),LAC,2014,554632891.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,5457302168714.06,5457302.16871406,1.2959021168339
Latin America & Caribbean,LCN,2014,615999056.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,6485373197518.46,6485373.19751846,1.33357435199393
Least developed countries: UN classification,LDC,2014,918959067.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,966978332799.04,966978.33279904,5.64884416643665
Low income,LIC,2014,584767206.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,424194789310.296,424194.789310296,4.40479554504509
Lower middle income,LMC,2014,3048756862.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,5095594685380.32,5095594.68538032,6.11853677045981
Low & middle income,LMY,2014,6027587134.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,26112983016936.2,26112983.0169362,5.17262786230003
Late-demographic dividend,LTE,2014,2241445370.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,19788146929460.2,19788146.9294602,5.23514402057772
Middle East & North Africa,MEA,2014,417924350.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,3630927628679.66,3630927.62867966,2.9392438105051
Middle income,MIC,2014,5442819928.0, INGRESO MEDIANO,NO DATA,AGREGADOS,25689911901559.8,25689911.9015598,5.18573903504915
Middle East & North Africa (excluding high income),MNA,2014,357629838.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1627891415604.2,1627891.4156042,2.05821705359807
North America,NAC,2014,353888902.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,19420301866439.9,19420301.866439898,2.54944713665162
OECD members,OED,2014,1324034852.0,MIEMBROS OCDE,NO DATA,AGREGADOS,50499381482768.0,50499381.482768,2.18309026061164
Other small states,OSS,2014,28364446.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,169820928102.057,169820.92810205702,2.5068999188971
Pre-demographic dividend,PRE,2014,821931559.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1537557538527.65,1537557.5385276498,5.37471560051989
Pacific island small states,PSS,2014,2323558.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,9288783801.35976,9288.78380135976,3.61470510826072
Post-demographic dividend,PST,2014,1092062242.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,47311356272211.7,47311356.2722117,2.01375746663331
South Asia,SAS,2014,1727632022.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,2614947275467.62,2614947.27546762,6.84795882599944
Sub-Saharan Africa (excluding high income),SSA,2014,968866993.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1874736396189.81,1874736.39618981,4.87664632594822
Sub-Saharan Africa,SSF,2014,968958352.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,1876123974059.89,1876123.9740598896,4.875982584505
Small states,SST,2014,37861447.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,213239256667.684,213239.256667684,2.41914872187601
East Asia & Pacific (IDA & IBRD countries),TEA,2014,2006100237.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,12789805601859.2,12789805.6018592,6.98594836140758
Europe & Central Asia (IDA & IBRD countries),TEC,2014,449780961.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,4649634327324.24,4649634.3273242405,2.33982486487983
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,599935349.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,6273011910093.31,6273011.910093309,1.39517591473155
Middle East & North Africa (IDA & IBRD countries),TMN,2014,353456440.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,1613901715604.2,1613901.7156042,2.07939944973215
South Asia (IDA & IBRD),TSA,2014,1727632022.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,2614947275467.62,2614947.27546762,6.84795882599944
Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,968958352.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,1876123974059.89,1876123.9740598896,4.875982584505
Upper middle income,UMC,2014,2394063066.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,20594317216179.5,20594317.2161795,4.9521111327154
World,WLD,2014,7261846543.0,MUNDO,NO DATA,AGREGADOS,80020337644636.2,80020337.6446362,3.1314755660858
Kosovo,XKX,2014,1812771.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,7074394734.88431,7074.394734884309,3.34880478431623
Arab World,ARB,2015,396028301.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,2544700996740.79,2544700.99674079,3.24398890309858
Central Europe and the Baltics,CEB,2015,103257886.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,1297123697168.52,1297123.69716852,4.00639231580742
Channel Islands,CHI,2015,165387.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,10109968846.9524,10109.9688469524,0.374367230875421
Caribbean small states,CSS,2015,7222197.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,35085992997.3327,35085.9929973327,0.213765479638028
East Asia & Pacific (excluding high income),EAP,2015,2046847689.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,13329363887708.5,13329363.8877085,6.70766215913395
Early-demographic dividend,EAR,2015,3122156833.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,10246602222996.3,10246602.2229963,4.40566712703041
East Asia & Pacific,EAS,2015,2291503725.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,22000917165875.9,22000917.165875897,4.72850105069583
Europe & Central Asia (excluding high income),ECA,2015,390258029.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1509288407449.5,1509288.4074495,3.57105824569648
Europe & Central Asia,ECS,2015,906669764.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,20583236057318.3,20583236.0573183,2.09839607424991
Euro area,EMU,2015,339488382.0,ZONA DEL EURO,NO DATA,AGREGADOS,11828599572765.3,11828599.5727653,2.14103195958693
European Union,EUU,2015,444543761.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,13655089869785.3,13655089.8697853,2.37090122777145
Fragile and conflict affected situations,FCS,2015,863004250.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,1616325901440.2,1616325.9014402,0.820425464094754
High income,HIC,2015,1211083838.0,INGRESO ALTO,NO DATA,AGREGADOS,49875503824324.9,49875503.8243249,2.33977306014788
Heavily indebted poor countries (HIPC),HPC,2015,718128408.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,668868898578.296,668868.8985782961,4.69481275900228
IBRD only,IBD,2015,4657516187.0,SÓLO BIRF,NO DATA,AGREGADOS,25841079101004.8,25841079.1010048,4.38966937054701
IDA & IBRD total,IBT,2015,6184735051.0,BIRF Y LA AIF,NO DATA,AGREGADOS,28002742765817.7,28002742.765817694,4.30926971818228
IDA total,IDA,2015,1527218864.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,2160355432857.54,2160355.43285754,3.3666605732282
IDA blend,IDB,2015,512877239.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,1058990581097.27,1058990.58109727,3.69902754094092
IDA only,IDX,2015,1014341625.0,SÓLO AIF,NO DATA,AGREGADOS,1101364851760.27,1101364.85176027,3.04908419426175
Latin America & Caribbean (excluding high income),LAC,2015,560649920.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,4634562623756.21,4634562.62375621,0.292412438325272
Latin America & Caribbean,LCN,2015,622301041.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,5420625373878.58,5420625.3738785805,0.401673200877852
Least developed countries: UN classification,LDC,2015,940860189.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,928550888249.754,928550.888249754,2.63559663486733
Low income,LIC,2015,599964298.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,417756953873.849,417756.953873849,-0.732224959120614
Lower middle income,LMC,2015,3093861642.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,5089665684079.03,5089665.684079031,5.9353509814116
Low & middle income,LMY,2015,6106513340.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,25336686257692.4,25336686.2576924,4.71856161296267
Late-demographic dividend,LTE,2015,2256036257.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,18565287346572.2,18565287.3465722,4.71003971117557
Middle East & North Africa,MEA,2015,425821771.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,3202944332228.42,3202944.33222842,2.56181426388753
Middle income,MIC,2015,5506549042.0, INGRESO MEDIANO,NO DATA,AGREGADOS,24920281496336.6,24920281.4963366,4.81094585805393
Middle East & North Africa (excluding high income),MNA,2015,363975556.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1461561543238.17,1461561.54323817,0.493359680895537
North America,NAC,2015,356507139.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,19858182357217.1,19858182.357217103,2.76110455782432
OECD members,OED,2015,1332787383.0,MIEMBROS OCDE,NO DATA,AGREGADOS,47636457096446.7,47636457.0964467,2.51831239805288
Other small states,OSS,2015,28948893.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,153632608575.652,153632.608575652,3.26540657214065
Pre-demographic dividend,PRE,2015,845759372.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1307394890871.02,1307394.89087102,2.95085421945791
Pacific island small states,PSS,2015,2353578.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,9074649391.96106,9074.64939196106,3.70934753520645
Post-demographic dividend,PST,2015,1096949064.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,44758282965210.2,44758282.96521021,2.23744235369307
South Asia,SAS,2015,1749417067.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,2733651859001.15,2733651.85900115,7.25162814486748
Sub-Saharan Africa (excluding high income),SSA,2015,995365079.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1668612318336.04,1668612.31833604,2.8683358178355
Sub-Saharan Africa,SSF,2015,995458498.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,1670044721688.17,1670044.72168817,2.87323361203298
Small states,SST,2015,38524668.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,197793250964.946,197793.25096494603,2.73066457286058
East Asia & Pacific (IDA & IBRD countries),TEA,2015,2021618425.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,13312998658413.0,13312998.658413,6.70766657618567
Europe & Central Asia (IDA & IBRD countries),TEC,2015,452263661.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,3632527035829.26,3632527.03582926,1.48756018897016
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,606271936.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,5197174644055.66,5197174.64405566,0.359823355642689
Middle East & North Africa (IDA & IBRD countries),TMN,2015,359705464.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,1447589143238.17,1447589.1432381698,0.463181703886789
South Asia (IDA & IBRD),TSA,2015,1749417067.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,2733651859001.15,2733651.85900115,7.25162814486748
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,995458498.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,1670044721688.17,1670044.72168817,2.87323361203293
Upper middle income,UMC,2015,2412687400.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,19830615812257.5,19830615.8122575,4.52619822911005
World,WLD,2015,7347679005.0,MUNDO,NO DATA,AGREGADOS,75472473882835.1,75472473.88283509,3.12878689249384
Kosovo,XKX,2015,1788196.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,6295848422.71573,6295.84842271573,5.91623128345211
Arab World,ARB,2016,404042892.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,2500823407237.94,2500823.40723794,3.61430679933927
Central Europe and the Baltics,CEB,2016,102994278.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,1321226675267.44,1321226.67526744,2.7841503676963
Channel Islands,CHI,2016,166922.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,9169278192.53124,9169.27819253124,1.21302461173511
Caribbean small states,CSS,2016,7269385.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,33933421225.4017,33933.4212254017,0.394020894489856
East Asia & Pacific (excluding high income),EAP,2016,2062250022.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,13621109083386.3,13621109.0833863,6.56660651997451
Early-demographic dividend,EAR,2016,3164439749.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,10547190614053.0,10547190.614053,4.41930591804078
East Asia & Pacific,EAS,2016,2307707227.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,22781793863032.0,22781793.863032,4.65956958320784
Europe & Central Asia (excluding high income),ECA,2016,392836210.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1448928141199.81,1448928.14119981,2.77596972156557
Europe & Central Asia,ECS,2016,910870489.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,20511321020005.8,20511321.0200058,1.88009204756329
Euro area,EMU,2016,340481755.0,ZONA DEL EURO,NO DATA,AGREGADOS,12124585812206.7,12124585.8122067,1.82246855893158
European Union,EUU,2016,445487730.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,13990270946691.6,13990270.9466916,1.94393883094708
Fragile and conflict affected situations,FCS,2016,881938038.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,1489694054525.15,1489694.05452515,2.16692168698096
High income,HIC,2016,1217994923.0,INGRESO ALTO,NO DATA,AGREGADOS,50840864613079.3,50840864.613079295,1.82381588978544
Heavily indebted poor countries (HIPC),HPC,2016,738387077.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,675915287466.174,675915.287466174,4.45300761977722
IBRD only,IBD,2016,4701907494.0,SÓLO BIRF,NO DATA,AGREGADOS,26032663404168.6,26032663.4041686,4.55791304938258
IDA & IBRD total,IBT,2016,6263736146.0,BIRF Y LA AIF,NO DATA,AGREGADOS,28185625931332.7,28185625.9313327,4.45643355109793
IDA total,IDA,2016,1561828652.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,2151877377687.87,2151877.37768787,3.25490851258161
IDA blend,IDB,2016,524794580.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,987290516597.472,987290.516597472,2.06225678828412
IDA only,IDX,2016,1037034072.0,SÓLO AIF,NO DATA,AGREGADOS,1164586861090.4,1164586.8610903998,4.40167376529672
Latin America & Caribbean (excluding high income),LAC,2016,566801404.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,4496975105252.45,4496975.10525245,-0.483626127266461
Latin America & Caribbean,LCN,2016,628493594.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,5285772978074.74,5285772.978074741,-0.337640933515985
Least developed countries: UN classification,LDC,2016,963241392.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,944491633292.867,944491.633292867,3.72903034358632
Low income,LIC,2016,615653729.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,385206512173.903,385206.512173903,2.04941016154989
Lower middle income,LMC,2016,3139004988.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,5304010748630.26,5304010.74863026,5.70061883855821
Low & middle income,LMY,2016,6185804647.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,25597069953897.6,25597069.953897603,4.76300547079558
Late-demographic dividend,LTE,2016,2270527108.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,18605453840467.4,18605453.8404674,4.46304884862852
Middle East & North Africa,MEA,2016,433616042.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,3236195108878.52,3236195.10887852,4.35195749116919
Middle income,MIC,2016,5570150918.0, INGRESO MEDIANO,NO DATA,AGREGADOS,25211666179811.9,25211666.1798119,4.80656522940698
Middle East & North Africa (excluding high income),MNA,2016,370294017.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1497802787590.82,1497802.78759082,5.40357896129444
North America,NAC,2016,359245796.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,20339807652907.4,20339807.6529074,1.75741359164776
OECD members,OED,2016,1341783391.0,MIEMBROS OCDE,NO DATA,AGREGADOS,48559828241457.3,48559828.2414573,1.84195029329169
Other small states,OSS,2016,29542903.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,161593008996.136,161593.008996136,4.06277626978311
Pre-demographic dividend,PRE,2016,869943573.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,1164559628316.47,1164559.62831647,2.40547651394864
Pacific island small states,PSS,2016,2385744.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,9525520080.33572,9525.52008033572,3.74700305697282
Post-demographic dividend,PST,2016,1101915677.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,45784246912395.9,45784246.9123959,1.7916918384152
South Asia,SAS,2016,1771187426.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,3011071812937.53,3011071.8129375298,7.7763033561632
Sub-Saharan Africa (excluding high income),SSA,2016,1022435568.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,1521735272179.07,1521735.2721790702,1.2454865002173
Sub-Saharan Africa,SSF,2016,1022530245.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,1523303785527.21,1523303.78552721,1.25481148858775
Small states,SST,2016,39198032.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,205051950301.873,205051.95030187297,3.39749848119256
East Asia & Pacific (IDA & IBRD countries),TEA,2016,2036897092.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,13604410103345.8,13604410.1033458,6.56644580914798
Europe & Central Asia (IDA & IBRD countries),TEC,2016,454682913.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,3490883944149.38,3490883.94414938,1.85766692826017
